procurement_id,issuing_agency,agency_type,agency_location,country,contract_title,contract_category,naics_code,estimated_contract_value,incumbent_vendor,contract_duration,bid_open_date,bid_close_date,renewal_date,last_award_date,submission_requirements,procurement_portal,contact_email,contact_phone,vendor_dependencies,operational_weakness,automation_opportunity,recurring_revenue_potential,prime_pathwy_priority,data_date,source
PROC-00539,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Electrical Maintenance & Repair Services — San Francisco Municipal Transportation Agency (SFMTA),Electrical Services,541512,"$5,000,000–$10,000,000",SAIC (Science Applications International Corp.),1 Year,2026-06-25,2026-11-11,2028-05-09,2025-12-29,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: SAIC (Science Applications International Corp.); Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00543,University of California System (UC),State/University,"Oakland, CA",US,Uniformed Security Guard Services — University of California System (UC),Security Guard Services,541512,"$2,500,000–$5,000,000",Sodexo USA,1 Year + 4 Options,2026-08-09,2026-09-12,2026-11-28,2026-03-03,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://procurement.universityofcalifornia.edu,uc.procurement@ucop.edu,(510) 987-9074,Primary: Sodexo USA; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$10,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00544,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Debris Removal & Waste Hauling Services — San Francisco Municipal Transportation Agency (SFMTA),Debris Removal & Waste Management,561720,"$1,000,000–$2,500,000",Parsons Corporation,1 Year,2026-09-12,2026-08-02,2026-11-04,2025-11-01,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: Parsons Corporation; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Paper timesheets — digital workforce management opportunity,"$10,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00547,California Department of Transportation (Caltrans),State,"Sacramento, CA",US,Fleet Maintenance & Vehicle Repair Services — California Department of Transportation (Caltrans),Fleet Maintenance & Vehicle Services,238320,"$75,000–$150,000",G4S Secure Solutions,2 Years,2026-08-12,2026-10-01,2027-09-07,2025-05-13,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://dot.ca.gov/programs/construction/contractor-resources,caltrans.contracts@dot.ca.gov,(916) 654-5266,Primary: G4S Secure Solutions; Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Manual contract renewal tracking — automated renewal system opportunity,"$25,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00550,City of Fairfield — Purchasing,Municipal,"Fairfield, CA",US,Pest Control & Sanitation Services — City of Fairfield,Pest Control & Sanitation,562111,"$25,000,000+",Booz Allen Hamilton,1 Year,2026-08-03,2026-10-03,2027-11-13,2025-10-16,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.fairfieldplanroom.com/projects/public,purchasing@fairfield.ca.gov,(707) 428-7495,Primary: Booz Allen Hamilton; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Manual invoice processing — AI automation saves 40+ hours/month,"$25,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00553,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Electrical Maintenance & Repair Services — San Francisco Municipal Transportation Agency (SFMTA),Electrical Services,561710,"$500,000–$1,000,000",CACI International,5 Years + 2 Options,2026-08-02,2026-08-05,2026-10-31,2025-08-20,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: CACI International; Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Paper timesheets — digital workforce management opportunity,"$50,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00554,Bay Area Rapid Transit (BART),Transit Authority,"Oakland, CA",US,Records Management & Document Digitization Services — Bay Area Rapid Transit (BART),Records Management & Digitization,561720,"$5,000,000–$10,000,000",ABM Industries Inc.,3 Years + 2 Options,2026-09-14,2026-08-20,2027-05-15,2025-10-29,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.bart.gov/about/business/bids,procurement@bart.gov,(510) 464-6000,Primary: ABM Industries Inc.; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$7,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00566,Contra Costa County — Purchasing,County,"Martinez, CA",US,Pest Control & Sanitation Services — Contra Costa County,Pest Control & Sanitation,541513,"$10,000,000–$25,000,000",Clean Harbors Inc.,1 Year + 4 Options,2026-07-12,2026-07-29,2028-01-18,2025-06-09,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.contracosta.ca.gov/1354/Purchasing,purchasing@contracosta.ca.gov,(925) 335-1050,Primary: Clean Harbors Inc.; Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Manual scheduling of recurring services — automation ROI 300%+,"$10,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00578,Sacramento County — Purchasing Division,County,"Sacramento, CA",US,Debris Removal & Waste Hauling Services — Sacramento County,Debris Removal & Waste Management,541513,"$2,500,000–$5,000,000",Kforce Inc.,3 Years,2026-09-07,2026-10-11,2027-11-03,2025-04-11,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.saccounty.gov/departments/purchasing,purchasing@saccounty.gov,(916) 875-6060,Primary: Kforce Inc.; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$2,500/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00585,Sacramento County — Purchasing Division,County,"Sacramento, CA",US,Healthcare Facility Support Services — Sacramento County,Healthcare Support Services,561710,"$25,000,000+",Coverall Holding Company,2 Years,2026-08-01,2026-10-21,2027-07-25,2025-01-26,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.saccounty.gov/departments/purchasing,purchasing@saccounty.gov,(916) 875-6060,Primary: Coverall Holding Company; Secondary: Regional subcontractors,Incumbent lacks digital reporting capability — tech upgrade opportunity,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$50,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00588,Los Angeles Unified School District (LAUSD),School District,"Los Angeles, CA",US,Environmental Compliance & Remediation Services — Los Angeles Unified School District (LAUSD),Environmental Compliance Services,561720,"$150,000–$300,000",Allied Universal Security Services,1 Year,2026-09-11,2026-08-12,2028-02-02,2024-06-17,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://achieve.lausd.net/Page/1068,procurement@lausd.net,(213) 241-1000,Primary: Allied Universal Security Services; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$25,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00592,City of Vallejo — Purchasing Division,Municipal,"Vallejo, CA",US,Public Works & Infrastructure Maintenance — City of Vallejo,Public Works & Infrastructure,238320,"$5,000,000–$10,000,000",Jani-King International,5 Years,2026-06-22,2026-08-11,2026-11-21,2025-12-04,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://vendors.planetbids.com/portal/42510/bo/bo-search,finance@cityofvallejo.net,(707) 648-4592,Primary: Jani-King International; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Paper timesheets — digital workforce management opportunity,"$15,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00597,California Department of Education (CDE),State,"Sacramento, CA",US,Custodial Services Contract — California Department of Education (CDE),Janitorial & Custodial Services,561612,"$75,000–$150,000",Clean Harbors Inc.,1 Year + 4 Options,2026-08-29,2026-10-04,2026-08-27,2025-03-30,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.cde.ca.gov/re/di/oi/,cde.procurement@cde.ca.gov,(916) 319-0800,Primary: Clean Harbors Inc.; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$10,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00601,Sacramento County — Purchasing Division,County,"Sacramento, CA",US,Records Management & Document Digitization Services — Sacramento County,Records Management & Digitization,561710,"$25,000–$75,000",Cintas Corporation,3 Years + 2 Options,2026-08-26,2026-10-16,2027-12-21,2025-01-28,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.saccounty.gov/departments/purchasing,purchasing@saccounty.gov,(916) 875-6060,Primary: Cintas Corporation; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Paper timesheets — digital workforce management opportunity,"$15,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00606,Bay Area Rapid Transit (BART),Transit Authority,"Oakland, CA",US,Debris Removal & Waste Hauling Services — Bay Area Rapid Transit (BART),Debris Removal & Waste Management,561710,"$25,000,000+",Clean Harbors Inc.,1 Year,2026-09-21,2026-10-06,2026-12-10,2025-01-31,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.bart.gov/about/business/bids,procurement@bart.gov,(510) 464-6000,Primary: Clean Harbors Inc.; Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Spreadsheet-based vendor management — CRM integration opportunity,"$7,500/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00607,Contra Costa County — Purchasing,County,"Martinez, CA",US,Debris Removal & Waste Hauling Services — Contra Costa County,Debris Removal & Waste Management,561720,"$1,000,000–$2,500,000",Local Independent Vendor,5 Years + 2 Options,2026-07-31,2026-07-29,2028-03-09,2025-09-24,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.contracosta.ca.gov/1354/Purchasing,purchasing@contracosta.ca.gov,(925) 335-1050,Primary: Local Independent Vendor; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$15,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00611,City of Vallejo — Purchasing Division,Municipal,"Vallejo, CA",US,Electrical Maintenance & Repair Services — City of Vallejo,Electrical Services,541513,"$10,000,000–$25,000,000",Manpower Group,5 Years + 2 Options,2026-06-20,2026-08-06,2027-02-11,2024-06-05,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://vendors.planetbids.com/portal/42510/bo/bo-search,finance@cityofvallejo.net,(707) 648-4592,Primary: Manpower Group; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Manual invoice processing — AI automation saves 40+ hours/month,"$15,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00612,Bay Area Rapid Transit (BART),Transit Authority,"Oakland, CA",US,Grounds Maintenance & Landscaping Services — Bay Area Rapid Transit (BART),Landscaping & Grounds Maintenance,562111,"$150,000–$300,000",Booz Allen Hamilton,5 Years,2026-09-04,2026-08-09,2027-12-06,2025-08-20,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.bart.gov/about/business/bids,procurement@bart.gov,(510) 464-6000,Primary: Booz Allen Hamilton; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Manual invoice processing — AI automation saves 40+ hours/month,"$50,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00616,Contra Costa County — Purchasing,County,"Martinez, CA",US,Facilities Maintenance & Repair Services — Contra Costa County,Facilities Maintenance & Repair,562111,"$300,000–$500,000",Sodexo USA,3 Years,2026-09-01,2026-08-02,2027-01-21,2025-04-12,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.contracosta.ca.gov/1354/Purchasing,purchasing@contracosta.ca.gov,(925) 335-1050,Primary: Sodexo USA; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$50,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00619,California Department of Transportation (Caltrans),State,"Sacramento, CA",US,Fleet Maintenance & Vehicle Repair Services — California Department of Transportation (Caltrans),Fleet Maintenance & Vehicle Services,561730,"$75,000–$150,000",Sodexo USA,5 Years,2026-08-11,2026-10-08,2027-05-30,2025-01-01,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://dot.ca.gov/programs/construction/contractor-resources,caltrans.contracts@dot.ca.gov,(916) 654-5266,Primary: Sodexo USA; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Manual invoice processing — AI automation saves 40+ hours/month,"$2,500/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
