source,target,relationship_type,weight,operational_dependency_level,recurring_revenue_relevance,monetization_potential,contract_value,renewal_date,prime_pathwy_priority
VENDOR-Clean_Harbors_Inc.,AGENCY-City_of_Atlanta_—_Departm,vendor_to_agency,0.886,High,High,Direct — Contract Displacement,"$150,000–$300,000",2027-07-16,WATCH — 90+ Days
VENDOR-Xerox_Corporation,AGENCY-California_Department_of_,vendor_to_agency,0.668,High,High,Direct — Contract Displacement,"$10,000,000–$25,000,000",2027-04-28,CRITICAL — Bid Now
VENDOR-Waste_Management_Inc.,AGENCY-Los_Angeles_Unified_Schoo,vendor_to_agency,0.778,High,High,Direct — Contract Displacement,"$5,000,000–$10,000,000",2027-02-20,WATCH — 90+ Days
VENDOR-Waste_Management_Inc.,AGENCY-AusTender_—_Australian_Go,vendor_to_agency,0.82,High,High,Direct — Contract Displacement,"$500,000–$1,000,000",2028-02-23,HIGH — Prepare in 30 Days
VENDOR-Cintas_Corporation,AGENCY-San_Francisco_Municipal_T,vendor_to_agency,0.762,High,High,Direct — Contract Displacement,"$2,500,000–$5,000,000",2027-01-18,CRITICAL — Bid Now
VENDOR-Waste_Management_Inc.,AGENCY-Crown_Commercial_Service_,vendor_to_agency,0.893,High,High,Direct — Contract Displacement,"$25,000–$75,000",2028-02-03,HIGH — Prepare in 30 Days
VENDOR-Republic_Services_Inc.,AGENCY-Province_of_Ontario_—_Ont,vendor_to_agency,0.608,High,High,Direct — Contract Displacement,"$5,000,000–$10,000,000",2026-11-03,MEDIUM — 60-Day Pipeline
VENDOR-Pitney_Bowes_Inc.,AGENCY-Department_of_Defense_Do,vendor_to_agency,0.774,High,High,Direct — Contract Displacement,"$75,000–$150,000",2027-07-15,CRITICAL — Bid Now
VENDOR-Regional_Service_Provider,AGENCY-Province_of_British_Colum,vendor_to_agency,0.625,High,High,Direct — Contract Displacement,"$150,000–$300,000",2028-03-31,CRITICAL — Bid Now
VENDOR-CACI_International,AGENCY-Greater_Vancouver_Transit,vendor_to_agency,0.935,High,High,Direct — Contract Displacement,"$150,000–$300,000",2027-09-08,CRITICAL — Bid Now
VENDOR-Jan-Pro_Franchising_Inter,AGENCY-City_of_Melbourne_—_Procu,vendor_to_agency,0.628,High,High,Direct — Contract Displacement,"$300,000–$500,000",2027-11-16,WATCH — 90+ Days
VENDOR-ServiceMaster_Clean,AGENCY-NHS_Supply_Chain,vendor_to_agency,0.666,High,High,Direct — Contract Displacement,"$25,000–$75,000",2027-12-27,CRITICAL — Bid Now
VENDOR-Stericycle_Inc.,AGENCY-Social_Security_Administr,vendor_to_agency,0.663,High,High,Direct — Contract Displacement,"$25,000–$75,000",2027-04-26,WATCH — 90+ Days
VENDOR-SAIC_Science_Application,AGENCY-Victorian_Government_—_Te,vendor_to_agency,0.744,High,High,Direct — Contract Displacement,"$5,000,000–$10,000,000",2027-02-11,MEDIUM — 60-Day Pipeline
VENDOR-ABM_Industries_Inc.,AGENCY-Department_of_Veterans_Af,vendor_to_agency,0.67,High,High,Direct — Contract Displacement,"$75,000–$150,000",2027-12-30,MEDIUM — 60-Day Pipeline
VENDOR-Stericycle_Inc.,AGENCY-Department_of_Homeland_Se,vendor_to_agency,0.608,High,High,Direct — Contract Displacement,"$150,000–$300,000",2027-10-22,MEDIUM — 60-Day Pipeline
VENDOR-Booz_Allen_Hamilton,AGENCY-Province_of_British_Colum,vendor_to_agency,0.656,High,High,Direct — Contract Displacement,"$10,000,000–$25,000,000",2028-04-08,WATCH — 90+ Days
VENDOR-Iron_Mountain_Inc.,AGENCY-City_of_Seattle_—_Purchas,vendor_to_agency,0.935,High,High,Direct — Contract Displacement,"$300,000–$500,000",2027-06-01,MEDIUM — 60-Day Pipeline
VENDOR-G4S_Secure_Solutions,AGENCY-Department_of_Veterans_Af,vendor_to_agency,0.699,High,High,Direct — Contract Displacement,"$300,000–$500,000",2027-03-31,MEDIUM — 60-Day Pipeline
VENDOR-Securitas_Security_Servic,AGENCY-Victorian_Government_—_Te,vendor_to_agency,0.924,High,High,Direct — Contract Displacement,"$300,000–$500,000",2027-03-18,MEDIUM — 60-Day Pipeline
VENDOR-CACI_International,AGENCY-NHS_Supply_Chain,vendor_to_agency,0.8,High,High,Direct — Contract Displacement,"$2,500,000–$5,000,000",2028-01-02,CRITICAL — Bid Now
VENDOR-Pitney_Bowes_Inc.,AGENCY-Port_of_Oakland,vendor_to_agency,0.909,High,High,Direct — Contract Displacement,"$10,000,000–$25,000,000",2027-03-27,WATCH — 90+ Days
VENDOR-ABM_Industries_Inc.,AGENCY-University_of_California_,vendor_to_agency,0.766,High,High,Direct — Contract Displacement,"$10,000,000–$25,000,000",2027-07-05,HIGH — Prepare in 30 Days
VENDOR-Adecco_Group,AGENCY-Alameda_County_—_GSA_Purc,vendor_to_agency,0.758,High,High,Direct — Contract Displacement,"$5,000,000–$10,000,000",2028-04-13,MEDIUM — 60-Day Pipeline
VENDOR-Booz_Allen_Hamilton,AGENCY-Alameda_County_—_GSA_Purc,vendor_to_agency,0.73,High,High,Direct — Contract Displacement,"$10,000,000–$25,000,000",2027-06-10,CRITICAL — Bid Now
VENDOR-Waste_Management_Inc.,AGENCY-NSW_Government_—_eTenderi,vendor_to_agency,0.772,High,High,Direct — Contract Displacement,"$25,000–$75,000",2027-03-04,CRITICAL — Bid Now
VENDOR-Jan-Pro_Franchising_Inter,AGENCY-Department_of_Defense_Do,vendor_to_agency,0.702,High,High,Direct — Contract Displacement,"$10,000,000–$25,000,000",2028-03-31,MEDIUM — 60-Day Pipeline
VENDOR-Adecco_Group,AGENCY-City_of_Fairfield_—_Purch,vendor_to_agency,0.947,High,High,Direct — Contract Displacement,"$5,000,000–$10,000,000",2026-12-13,MEDIUM — 60-Day Pipeline
VENDOR-Cintas_Corporation,AGENCY-US_Army_Corps_of_Engineer,vendor_to_agency,0.943,High,High,Direct — Contract Displacement,"$150,000–$300,000",2028-02-15,HIGH — Prepare in 30 Days
VENDOR-CACI_International,AGENCY-City_of_Vancouver_—_Procu,vendor_to_agency,0.863,High,High,Direct — Contract Displacement,"$75,000–$150,000",2028-04-17,WATCH — 90+ Days
VENDOR-Jacobs_Engineering_Group,AGENCY-Public_Services_and_Procu,vendor_to_agency,0.733,High,High,Direct — Contract Displacement,"$25,000–$75,000",2027-12-15,WATCH — 90+ Days
VENDOR-Xerox_Corporation,AGENCY-City_of_Toronto_—_Purchas,vendor_to_agency,0.687,High,High,Direct — Contract Displacement,"$500,000–$1,000,000",2026-10-18,WATCH — 90+ Days
VENDOR-ManTech_International,AGENCY-City_of_Seattle_—_Purchas,vendor_to_agency,0.812,High,High,Direct — Contract Displacement,"$150,000–$300,000",2027-07-07,HIGH — Prepare in 30 Days
VENDOR-Regional_Service_Provider,AGENCY-City_of_Chicago_—_Departm,vendor_to_agency,0.682,High,High,Direct — Contract Displacement,"$500,000–$1,000,000",2027-06-29,WATCH — 90+ Days
VENDOR-Clean_Harbors_Inc.,AGENCY-Port_of_Los_Angeles,vendor_to_agency,0.737,High,High,Direct — Contract Displacement,"$10,000,000–$25,000,000",2027-06-16,MEDIUM — 60-Day Pipeline
VENDOR-Clean_Harbors_Inc.,AGENCY-Los_Angeles_Unified_Schoo,vendor_to_agency,0.805,High,High,Direct — Contract Displacement,"$25,000,000+",2027-12-29,HIGH — Prepare in 30 Days
VENDOR-Iron_Mountain_Inc.,AGENCY-San_Francisco_Municipal_T,vendor_to_agency,0.845,High,High,Direct — Contract Displacement,"$25,000–$75,000",2028-03-22,MEDIUM — 60-Day Pipeline
VENDOR-Leidos_Holdings_Inc.,AGENCY-Public_Services_and_Procu,vendor_to_agency,0.949,High,High,Direct — Contract Displacement,"$500,000–$1,000,000",2027-02-04,CRITICAL — Bid Now
VENDOR-Booz_Allen_Hamilton,AGENCY-US_Postal_Service_USPS_,vendor_to_agency,0.61,High,High,Direct — Contract Displacement,"$5,000,000–$10,000,000",2028-01-05,WATCH — 90+ Days
VENDOR-Local_Independent_Vendor,AGENCY-Crown_Commercial_Service_,vendor_to_agency,0.862,High,High,Direct — Contract Displacement,"$1,000,000–$2,500,000",2027-07-09,CRITICAL — Bid Now
VENDOR-Allied_Universal_Security,AGENCY-City_of_Vancouver_—_Procu,vendor_to_agency,0.654,High,High,Direct — Contract Displacement,"$500,000–$1,000,000",2027-08-06,CRITICAL — Bid Now
VENDOR-Jan-Pro_Franchising_Inter,AGENCY-City_of_Benicia_—_Finance,vendor_to_agency,0.858,High,High,Direct — Contract Displacement,"$1,000,000–$2,500,000",2028-04-15,WATCH — 90+ Days
VENDOR-Local_Independent_Vendor,AGENCY-City_of_Melbourne_—_Procu,vendor_to_agency,0.891,High,High,Direct — Contract Displacement,"$150,000–$300,000",2027-12-24,WATCH — 90+ Days
VENDOR-Securitas_Security_Servic,AGENCY-Solano_County_—_Purchasin,vendor_to_agency,0.787,High,High,Direct — Contract Displacement,"$25,000,000+",2027-07-13,CRITICAL — Bid Now
VENDOR-Coverall_Holding_Company,AGENCY-Denver_Public_Schools_—_P,vendor_to_agency,0.753,High,High,Direct — Contract Displacement,"$25,000–$75,000",2026-12-15,HIGH — Prepare in 30 Days
VENDOR-Pitney_Bowes_Inc.,AGENCY-Transport_for_NSW,vendor_to_agency,0.83,High,High,Direct — Contract Displacement,"$75,000–$150,000",2027-01-27,WATCH — 90+ Days
VENDOR-ABM_Industries_Inc.,AGENCY-Department_of_Veterans_Af,vendor_to_agency,0.781,High,High,Direct — Contract Displacement,"$500,000–$1,000,000",2027-03-20,MEDIUM — 60-Day Pipeline
VENDOR-Robert_Half_International,AGENCY-London_Borough_of_Southwa,vendor_to_agency,0.792,High,High,Direct — Contract Displacement,"$25,000–$75,000",2028-03-27,CRITICAL — Bid Now
VENDOR-Adecco_Group,AGENCY-Port_of_Los_Angeles,vendor_to_agency,0.65,High,High,Direct — Contract Displacement,"$25,000,000+",2027-12-01,HIGH — Prepare in 30 Days
VENDOR-Local_Independent_Vendor,AGENCY-US_Army_Corps_of_Engineer,vendor_to_agency,0.758,High,High,Direct — Contract Displacement,"$300,000–$500,000",2027-02-02,CRITICAL — Bid Now
VENDOR-CACI_International,AGENCY-Province_of_British_Colum,vendor_to_agency,0.846,High,High,Direct — Contract Displacement,"$300,000–$500,000",2027-05-26,HIGH — Prepare in 30 Days
VENDOR-ServiceMaster_Clean,AGENCY-City_of_Atlanta_—_Departm,vendor_to_agency,0.614,High,High,Direct — Contract Displacement,"$75,000–$150,000",2027-04-05,MEDIUM — 60-Day Pipeline
VENDOR-CACI_International,AGENCY-City_of_Calgary_—_Purchas,vendor_to_agency,0.631,High,High,Direct — Contract Displacement,"$1,000,000–$2,500,000",2027-02-25,CRITICAL — Bid Now
VENDOR-Local_Independent_Vendor,AGENCY-Social_Security_Administr,vendor_to_agency,0.812,High,High,Direct — Contract Displacement,"$2,500,000–$5,000,000",2028-02-03,WATCH — 90+ Days
VENDOR-Local_Independent_Vendor,AGENCY-Queensland_Government_—_Q,vendor_to_agency,0.679,High,High,Direct — Contract Displacement,"$75,000–$150,000",2028-03-09,CRITICAL — Bid Now
VENDOR-Parsons_Corporation,AGENCY-City_of_Fairfield_—_Purch,vendor_to_agency,0.695,High,High,Direct — Contract Displacement,"$25,000–$75,000",2028-05-14,HIGH — Prepare in 30 Days
VENDOR-Jacobs_Engineering_Group,AGENCY-Birmingham_City_Council_—,vendor_to_agency,0.699,High,High,Direct — Contract Displacement,"$300,000–$500,000",2028-05-08,MEDIUM — 60-Day Pipeline
VENDOR-Local_Independent_Vendor,AGENCY-Denver_Public_Schools_—_P,vendor_to_agency,0.931,High,High,Direct — Contract Displacement,"$5,000,000–$10,000,000",2028-03-11,MEDIUM — 60-Day Pipeline
VENDOR-Local_Independent_Vendor,AGENCY-City_of_Seattle_—_Purchas,vendor_to_agency,0.631,High,High,Direct — Contract Displacement,"$300,000–$500,000",2027-04-21,HIGH — Prepare in 30 Days
VENDOR-Stericycle_Inc.,AGENCY-Miami-Dade_County_—_Inter,vendor_to_agency,0.864,High,High,Direct — Contract Displacement,"$25,000,000+",2028-03-29,WATCH — 90+ Days
VENDOR-Adecco_Group,AGENCY-City_of_Houston_—_Office_,vendor_to_agency,0.704,High,High,Direct — Contract Displacement,"$25,000–$75,000",2028-04-21,WATCH — 90+ Days
VENDOR-ManTech_International,AGENCY-Denver_Public_Schools_—_P,vendor_to_agency,0.757,High,High,Direct — Contract Displacement,"$10,000,000–$25,000,000",2027-10-30,CRITICAL — Bid Now
VENDOR-Manpower_Group,AGENCY-City_of_Vancouver_—_Procu,vendor_to_agency,0.858,High,High,Direct — Contract Displacement,"$1,000,000–$2,500,000",2027-01-24,CRITICAL — Bid Now
VENDOR-Clean_Harbors_Inc.,AGENCY-California_Department_of_,vendor_to_agency,0.915,High,High,Direct — Contract Displacement,"$1,000,000–$2,500,000",2026-10-02,MEDIUM — 60-Day Pipeline
VENDOR-ServiceMaster_Clean,AGENCY-Bay_Area_Rapid_Transit_B,vendor_to_agency,0.95,High,High,Direct — Contract Displacement,"$75,000–$150,000",2026-12-28,MEDIUM — 60-Day Pipeline
VENDOR-ServiceMaster_Clean,AGENCY-California_Department_of_,vendor_to_agency,0.867,High,High,Direct — Contract Displacement,"$25,000,000+",2027-11-04,MEDIUM — 60-Day Pipeline
VENDOR-Booz_Allen_Hamilton,AGENCY-California_Department_of_,vendor_to_agency,0.699,High,High,Direct — Contract Displacement,"$5,000,000–$10,000,000",2027-06-30,CRITICAL — Bid Now
VENDOR-Jani-King_International,AGENCY-Victorian_Government_—_Te,vendor_to_agency,0.702,High,High,Direct — Contract Displacement,"$500,000–$1,000,000",2027-01-19,HIGH — Prepare in 30 Days
VENDOR-Pitney_Bowes_Inc.,AGENCY-Highways_England_Nationa,vendor_to_agency,0.764,High,High,Direct — Contract Displacement,"$300,000–$500,000",2027-03-13,HIGH — Prepare in 30 Days
VENDOR-Coverall_Holding_Company,AGENCY-Port_of_Oakland,vendor_to_agency,0.876,High,High,Direct — Contract Displacement,"$75,000–$150,000",2027-08-02,MEDIUM — 60-Day Pipeline
VENDOR-Regional_Service_Provider,AGENCY-Department_of_Defense_Do,vendor_to_agency,0.882,High,High,Direct — Contract Displacement,"$150,000–$300,000",2027-09-27,WATCH — 90+ Days
VENDOR-ManTech_International,AGENCY-London_Borough_of_Southwa,vendor_to_agency,0.842,High,High,Direct — Contract Displacement,"$5,000,000–$10,000,000",2028-03-12,WATCH — 90+ Days
VENDOR-Clean_Harbors_Inc.,AGENCY-Greater_Vancouver_Transit,vendor_to_agency,0.886,High,High,Direct — Contract Displacement,"$5,000,000–$10,000,000",2027-09-28,CRITICAL — Bid Now
VENDOR-Kforce_Inc.,AGENCY-Transport_for_London_TfL,vendor_to_agency,0.886,High,High,Direct — Contract Displacement,"$2,500,000–$5,000,000",2027-12-20,MEDIUM — 60-Day Pipeline
VENDOR-Pitney_Bowes_Inc.,AGENCY-Alameda_County_—_GSA_Purc,vendor_to_agency,0.814,High,High,Direct — Contract Displacement,"$10,000,000–$25,000,000",2027-07-26,WATCH — 90+ Days
VENDOR-ServiceMaster_Clean,AGENCY-City_of_Calgary_—_Purchas,vendor_to_agency,0.948,High,High,Direct — Contract Displacement,"$25,000,000+",2026-12-31,MEDIUM — 60-Day Pipeline
ENT-00001,TECH-JOBBER,technology_dependency,0.741,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00002,TECH-SERVICENOW,technology_dependency,0.722,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00003,TECH-PROCORE,technology_dependency,0.593,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00004,TECH-WORKDAY,technology_dependency,0.493,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00005,TECH-SALESFORCE,technology_dependency,0.449,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00006,TECH-PROCORE,technology_dependency,0.668,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00007,TECH-QUICKBOOKS,technology_dependency,0.54,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00008,TECH-SAMSARA,technology_dependency,0.771,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00009,TECH-SAP,technology_dependency,0.629,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00010,TECH-SERVICENOW,technology_dependency,0.483,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00011,TECH-SERVICENOW,technology_dependency,0.441,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00012,TECH-NETSUITE,technology_dependency,0.616,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00013,TECH-NETSUITE,technology_dependency,0.65,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00014,TECH-QUICKBOOKS,technology_dependency,0.483,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00015,TECH-AWS,technology_dependency,0.631,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00016,TECH-HUBSPOT,technology_dependency,0.488,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00017,TECH-SAP,technology_dependency,0.44,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00018,TECH-JOBBER,technology_dependency,0.739,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00019,TECH-QUICKBOOKS,technology_dependency,0.722,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00020,TECH-PROCORE,technology_dependency,0.776,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00021,TECH-QUICKBOOKS,technology_dependency,0.709,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00022,TECH-NETSUITE,technology_dependency,0.649,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00023,TECH-AWS,technology_dependency,0.643,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00024,TECH-SALESFORCE,technology_dependency,0.751,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00025,TECH-PROCORE,technology_dependency,0.444,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00026,TECH-GOOGLECLOUD,technology_dependency,0.607,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00027,TECH-SERVICENOW,technology_dependency,0.57,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00028,TECH-JOBBER,technology_dependency,0.664,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00029,TECH-WORKDAY,technology_dependency,0.466,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00030,TECH-PROCORE,technology_dependency,0.468,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00031,TECH-DYNAMICS,technology_dependency,0.449,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00032,TECH-DYNAMICS,technology_dependency,0.769,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00033,TECH-AZURE,technology_dependency,0.558,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00034,TECH-AZURE,technology_dependency,0.797,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00035,TECH-OPENAI,technology_dependency,0.548,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00036,TECH-SERVICENOW,technology_dependency,0.689,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00037,TECH-WORKDAY,technology_dependency,0.49,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00038,TECH-QUICKBOOKS,technology_dependency,0.771,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00039,TECH-QUICKBOOKS,technology_dependency,0.647,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00040,TECH-AWS,technology_dependency,0.602,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
ENT-00041,TECH-NETSUITE,technology_dependency,0.446,Medium,High,Tech Upgrade / Migration,,,HIGH — Tech Migration Opportunity
