id,label,type,industry,region,country,revenue,employees,ai_score,tier,tech_stack
ENT-00585,Sovereign Systems Solutions,company,AI & Automation Consulting,Fulton County,US,$100M+,16–30,85,Tier 2 — 30-Day Pipeline,"Oracle ERP, Workday, Tableau"
ENT-00586,Apex Automation Services,company,AI & Automation Consulting,Sacramento County,US,$100M+,6–15,99,Tier 3 — 90-Day Pipeline,"ServiceTitan, Google Workspace"
ENT-00587,Delta Intelligence Enterprises,company,AI & Automation Consulting,Marin County,US,$100M+,151–300,94,Tier 4 — Watch List,"Xero, HubSpot, Slack"
ENT-00588,Quantum Systems Partners,company,AI & Automation Consulting,Greater Sydney,AU,$10M–$25M,31–75,73,Tier 4 — Watch List,"SAP, Salesforce, ServiceNow"
ENT-00589,Delta Intelligence Partners,company,AI & Automation Consulting,Greater Melbourne,AU,$2.5M–$5M,16–30,52,Tier 1 — Immediate Target,"Verizon Connect, Samsara GPS, Excel"
ENT-00590,Nexus AI Co.,company,AI & Automation Consulting,Marin County,US,$500K–$1M,751–1500,90,Tier 2 — 30-Day Pipeline,"Oracle ERP, Workday, Tableau"
ENT-00591,Delta Intelligence Associates,company,AI & Automation Consulting,Cuyahoga County,US,$500K–$1M,6–15,84,Tier 2 — 30-Day Pipeline,"QuickBooks Desktop, email-only CRM"
ENT-00592,Quantum Systems Associates,company,AI & Automation Consulting,Cuyahoga County,US,$5M–$10M,301–750,78,Tier 2 — 30-Day Pipeline,"NetSuite, Zendesk, Asana"
ENT-00593,Atlas Automation Inc.,company,AI & Automation Consulting,West Midlands,UK,$5M–$10M,6–15,71,Tier 1 — Immediate Target,"Xero, HubSpot, Slack"
ENT-00594,Quantum Systems Group,company,AI & Automation Consulting,Napa County,US,$2.5M–$5M,151–300,75,Tier 4 — Watch List,"Sage 50, Outlook, Teams"
ENT-00595,Nexus AI Systems,company,AI & Automation Consulting,Greater Melbourne,AU,$5M–$10M,6–15,52,Tier 2 — 30-Day Pipeline,"Custom legacy system, Excel-heavy"
ENT-00596,Sovereign Systems Services,company,AI & Automation Consulting,Fulton County,US,$50K–$250K,6–15,47,Tier 1 — Immediate Target,"SAP, Salesforce, ServiceNow"
ENT-00597,Apex Automation Solutions,company,AI & Automation Consulting,Harris County,US,$2.5M–$5M,6–15,86,Tier 1 — Immediate Target,"Zoho CRM, FreshBooks, Trello"
ENT-00598,Vanguard Tech Consulting,company,AI & Automation Consulting,Los Angeles County,US,$25M–$50M,751–1500,88,Tier 3 — 90-Day Pipeline,"BuilderTrend, Procore, DocuSign"
ENT-00599,Atlas Automation Co.,company,AI & Automation Consulting,Miami-Dade County,US,$25M–$50M,31–75,44,Tier 2 — 30-Day Pipeline,"Paper-based, minimal digital"
ENT-00600,Delta Intelligence Consulting,company,AI & Automation Consulting,Miami-Dade County,US,$500K–$1M,1–5,95,Tier 3 — 90-Day Pipeline,"Sage 50, Outlook, Teams"
ENT-00601,Fortress Systems Systems,company,IT Infrastructure & Managed Services,Greater Melbourne,AU,$250K–$500K,751–1500,64,Tier 2 — 30-Day Pipeline,"QuickBooks, Google Workspace, Jobber"
ENT-00602,Atlas IT Co.,company,IT Infrastructure & Managed Services,Maricopa County,US,$250K–$500K,16–30,58,Tier 1 — Immediate Target,"BuilderTrend, Procore, DocuSign"
ENT-00603,Vanguard MSP Industries,company,IT Infrastructure & Managed Services,Alameda County,US,$25M–$50M,16–30,48,Tier 2 — 30-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-00604,Shield IT Industries,company,IT Infrastructure & Managed Services,West Midlands,UK,$1M–$2.5M,1–5,75,Tier 1 — Immediate Target,"Verizon Connect, Samsara GPS, Excel"
ENT-00605,Atlas IT Corp.,company,IT Infrastructure & Managed Services,Fulton County,US,$10M–$25M,16–30,78,Tier 4 — Watch List,"ServiceTitan, Google Workspace"
ENT-00606,Atlas IT Industries,company,IT Infrastructure & Managed Services,Napa County,US,$10M–$25M,31–75,42,Tier 1 — Immediate Target,"Sage 50, Outlook, Teams"
ENT-00607,Fortress Systems Consulting,company,IT Infrastructure & Managed Services,Greater Toronto Area,CA,$500K–$1M,16–30,42,Tier 2 — 30-Day Pipeline,"BuilderTrend, Procore, DocuSign"
ENT-00608,Summit Tech Inc.,company,IT Infrastructure & Managed Services,Alameda County,US,$250K–$500K,76–150,78,Tier 1 — Immediate Target,"FieldEdge, QuickBooks Online"
ENT-00609,Atlas IT Solutions,company,IT Infrastructure & Managed Services,Greater Toronto Area,CA,$5M–$10M,751–1500,75,Tier 4 — Watch List,"Paper-based, minimal digital"
ENT-00610,Fortress Systems Systems,company,IT Infrastructure & Managed Services,Denver County,US,$50K–$250K,151–300,56,Tier 3 — 90-Day Pipeline,"Oracle ERP, Workday, Tableau"
ENT-00611,Atlas IT Corp.,company,IT Infrastructure & Managed Services,Napa County,US,$500K–$1M,6–15,52,Tier 3 — 90-Day Pipeline,"FieldEdge, QuickBooks Online"
ENT-00612,Summit Tech Systems,company,IT Infrastructure & Managed Services,Maricopa County,US,$25M–$50M,6–15,47,Tier 4 — Watch List,"BuilderTrend, Procore, DocuSign"
ENT-00613,Summit Tech Inc.,company,IT Infrastructure & Managed Services,Solano County,US,$2.5M–$5M,301–750,71,Tier 4 — Watch List,"ServiceTitan, Google Workspace"
ENT-00614,Apex IT Consulting,company,IT Infrastructure & Managed Services,Sacramento County,US,$500K–$1M,1500+,49,Tier 4 — Watch List,"FieldEdge, QuickBooks Online"
ENT-00615,Fortress Systems Industries,company,IT Infrastructure & Managed Services,Cook County,US,$2.5M–$5M,1–5,62,Tier 4 — Watch List,"FieldEdge, QuickBooks Online"
ENT-00616,Fortress Systems Solutions,company,IT Infrastructure & Managed Services,Harris County,US,$50M–$100M,301–750,71,Tier 3 — 90-Day Pipeline,"Custom legacy system, Excel-heavy"
ENT-00617,Titan Networks Services,company,IT Infrastructure & Managed Services,Miami-Dade County,US,$5M–$10M,1500+,52,Tier 4 — Watch List,"Verizon Connect, Samsara GPS, Excel"
ENT-00618,Fortress Systems Group,company,IT Infrastructure & Managed Services,Wayne County,US,$10M–$25M,16–30,69,Tier 1 — Immediate Target,"Paper-based, minimal digital"
ENT-00619,Atlas IT Inc.,company,IT Infrastructure & Managed Services,Contra Costa County,US,$25M–$50M,301–750,57,Tier 1 — Immediate Target,"FieldEdge, QuickBooks Online"
ENT-00620,Titan Networks Associates,company,IT Infrastructure & Managed Services,West Midlands,UK,$500K–$1M,16–30,78,Tier 1 — Immediate Target,"Sage 50, Outlook, Teams"
ENT-00621,Summit Tech Corp.,company,IT Infrastructure & Managed Services,Metro Vancouver,CA,$2.5M–$5M,6–15,80,Tier 4 — Watch List,"ServiceTitan, Google Workspace"
ENT-00622,Summit Tech Associates,company,IT Infrastructure & Managed Services,Cuyahoga County,US,$25M–$50M,16–30,69,Tier 4 — Watch List,"SAP, Salesforce, ServiceNow"
ENT-00623,Delta Networks LLC,company,IT Infrastructure & Managed Services,San Diego County,US,$250K–$500K,1500+,43,Tier 1 — Immediate Target,"Custom legacy system, Excel-heavy"
ENT-00624,Fortress Systems Enterprises,company,IT Infrastructure & Managed Services,King County,US,$5M–$10M,31–75,91,Tier 3 — 90-Day Pipeline,"ServiceTitan, Google Workspace"
ENT-00625,Shield IT Inc.,company,IT Infrastructure & Managed Services,Solano County,US,$1M–$2.5M,751–1500,98,Tier 1 — Immediate Target,"SAP, Salesforce, ServiceNow"
ENT-00626,Titan Networks Partners,company,IT Infrastructure & Managed Services,Metro Vancouver,CA,$250K–$500K,751–1500,94,Tier 1 — Immediate Target,"Microsoft 365, Dynamics 365, Power BI"
ENT-00627,Clarity Networks Co.,company,IT Infrastructure & Managed Services,Calgary Region,CA,$5M–$10M,76–150,54,Tier 4 — Watch List,"QuickBooks, Google Workspace, Jobber"
ENT-00628,Shield IT Corp.,company,IT Infrastructure & Managed Services,Fulton County,US,$250K–$500K,16–30,51,Tier 4 — Watch List,"FieldEdge, QuickBooks Online"
ENT-00629,Vanguard MSP Industries,company,IT Infrastructure & Managed Services,Maricopa County,US,$2.5M–$5M,1500+,63,Tier 4 — Watch List,"QuickBooks Desktop, email-only CRM"
ENT-00630,Delta Networks LLC,company,IT Infrastructure & Managed Services,San Diego County,US,$50K–$250K,151–300,99,Tier 1 — Immediate Target,"QuickBooks Desktop, email-only CRM"
ENT-00631,ProNet Solutions,company,IT Infrastructure & Managed Services,West Midlands,UK,$50K–$250K,6–15,93,Tier 1 — Immediate Target,"Xero, HubSpot, Slack"
ENT-00632,Apex IT Co.,company,IT Infrastructure & Managed Services,Calgary Region,CA,$1M–$2.5M,16–30,68,Tier 1 — Immediate Target,"Microsoft 365, Dynamics 365, Power BI"
ENT-00633,Apex IT Associates,company,IT Infrastructure & Managed Services,Harris County,US,$10M–$25M,76–150,41,Tier 3 — 90-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-00634,Delta Networks Inc.,company,IT Infrastructure & Managed Services,Fulton County,US,$25M–$50M,16–30,64,Tier 3 — 90-Day Pipeline,"FieldEdge, QuickBooks Online"
ENT-00635,Atlas IT Corp.,company,IT Infrastructure & Managed Services,Greater Melbourne,AU,$500K–$1M,1500+,92,Tier 4 — Watch List,"SAP, Salesforce, ServiceNow"
ENT-00636,Summit Tech Consulting,company,IT Infrastructure & Managed Services,Denver County,US,$250K–$500K,301–750,73,Tier 4 — Watch List,"Sage 50, Outlook, Teams"
ENT-00637,Delta Networks Corp.,company,IT Infrastructure & Managed Services,West Midlands,UK,$1M–$2.5M,16–30,40,Tier 3 — 90-Day Pipeline,"QuickBooks, Google Workspace, Jobber"
ENT-00638,Delta Networks LLC,company,IT Infrastructure & Managed Services,Orange County,US,$50K–$250K,301–750,93,Tier 3 — 90-Day Pipeline,"BuilderTrend, Procore, DocuSign"
ENT-00639,Delta Networks Inc.,company,IT Infrastructure & Managed Services,Greater Melbourne,AU,$100M+,151–300,46,Tier 2 — 30-Day Pipeline,"Custom legacy system, Excel-heavy"
ENT-00640,Delta Networks Associates,company,IT Infrastructure & Managed Services,King County,US,$5M–$10M,301–750,47,Tier 4 — Watch List,"NetSuite, Zendesk, Asana"
ENT-00641,Clarity Networks Solutions,company,IT Infrastructure & Managed Services,Los Angeles County,US,$500K–$1M,1–5,66,Tier 4 — Watch List,"Paper-based, minimal digital"
ENT-00642,Clarity Networks Co.,company,IT Infrastructure & Managed Services,Harris County,US,$250K–$500K,16–30,53,Tier 2 — 30-Day Pipeline,"Verizon Connect, Samsara GPS, Excel"
ENT-00643,Apex IT Associates,company,IT Infrastructure & Managed Services,Harris County,US,$500K–$1M,1500+,67,Tier 4 — Watch List,"ServiceTitan, Google Workspace"
ENT-00644,Fortress Systems Enterprises,company,IT Infrastructure & Managed Services,Los Angeles County,US,$2.5M–$5M,1–5,44,Tier 3 — 90-Day Pipeline,"Oracle ERP, Workday, Tableau"
ENT-00645,Shield IT Consulting,company,IT Infrastructure & Managed Services,San Francisco County,US,$25M–$50M,31–75,77,Tier 4 — Watch List,"Zoho CRM, FreshBooks, Trello"
ENT-00646,Clarity Networks Services,company,IT Infrastructure & Managed Services,Orange County,US,$10M–$25M,16–30,46,Tier 3 — 90-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-00647,Atlas IT Associates,company,IT Infrastructure & Managed Services,Greater Sydney,AU,$5M–$10M,751–1500,75,Tier 1 — Immediate Target,"Microsoft 365, Dynamics 365, Power BI"
ENT-00648,Clarity Networks Consulting,company,IT Infrastructure & Managed Services,Greater London,UK,$50K–$250K,1500+,96,Tier 3 — 90-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-00649,Apex IT Inc.,company,IT Infrastructure & Managed Services,Maricopa County,US,$50M–$100M,31–75,52,Tier 2 — 30-Day Pipeline,"Oracle ERP, Workday, Tableau"
ENT-00650,Summit Tech Industries,company,IT Infrastructure & Managed Services,Wayne County,US,$250K–$500K,1500+,92,Tier 4 — Watch List,"Sage 50, Outlook, Teams"
ENT-00651,Summit Tech Systems,company,IT Infrastructure & Managed Services,Greater Melbourne,AU,$5M–$10M,16–30,64,Tier 3 — 90-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-00652,Apex IT Enterprises,company,IT Infrastructure & Managed Services,Fulton County,US,$25M–$50M,1–5,69,Tier 3 — 90-Day Pipeline,"QuickBooks Desktop, email-only CRM"
ENT-00653,ProNet Co.,company,IT Infrastructure & Managed Services,Calgary Region,CA,$50K–$250K,31–75,42,Tier 3 — 90-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-00654,Fortress Systems Co.,company,IT Infrastructure & Managed Services,Maricopa County,US,$50K–$250K,16–30,75,Tier 1 — Immediate Target,"QuickBooks, Google Workspace, Jobber"
ENT-00655,Shield IT Enterprises,company,IT Infrastructure & Managed Services,Calgary Region,CA,$250K–$500K,1500+,54,Tier 1 — Immediate Target,"Microsoft 365, Dynamics 365, Power BI"
ENT-00656,Atlas IT Enterprises,company,IT Infrastructure & Managed Services,Sacramento County,US,$25M–$50M,6–15,96,Tier 1 — Immediate Target,"BuilderTrend, Procore, DocuSign"
ENT-00657,Vanguard MSP Systems,company,IT Infrastructure & Managed Services,King County,US,$5M–$10M,1500+,71,Tier 3 — 90-Day Pipeline,"Verizon Connect, Samsara GPS, Excel"
ENT-00658,Apex IT LLC,company,IT Infrastructure & Managed Services,Fulton County,US,$500K–$1M,1–5,40,Tier 1 — Immediate Target,"Verizon Connect, Samsara GPS, Excel"
ENT-00659,Delta Networks Partners,company,IT Infrastructure & Managed Services,Greater London,UK,$5M–$10M,301–750,64,Tier 2 — 30-Day Pipeline,"Xero, HubSpot, Slack"
ENT-00660,Delta Networks Group,company,IT Infrastructure & Managed Services,Greater Toronto Area,CA,$2.5M–$5M,151–300,83,Tier 4 — Watch List,"Paper-based, minimal digital"
ENT-00661,Titan Networks Associates,company,IT Infrastructure & Managed Services,Contra Costa County,US,$50K–$250K,6–15,86,Tier 4 — Watch List,"FieldEdge, QuickBooks Online"
ENT-00662,ProNet Inc.,company,IT Infrastructure & Managed Services,Calgary Region,CA,$50M–$100M,6–15,50,Tier 3 — 90-Day Pipeline,"ServiceTitan, Google Workspace"
ENT-00663,ProNet Group,company,IT Infrastructure & Managed Services,Cook County,US,$50M–$100M,301–750,63,Tier 4 — Watch List,"Sage 50, Outlook, Teams"
ENT-00664,Atlas IT Enterprises,company,IT Infrastructure & Managed Services,Fulton County,US,$50M–$100M,301–750,81,Tier 1 — Immediate Target,"Zoho CRM, FreshBooks, Trello"
ENT-00665,Summit Tech Industries,company,IT Infrastructure & Managed Services,Sonoma County,US,$1M–$2.5M,16–30,97,Tier 4 — Watch List,"Paper-based, minimal digital"
ENT-00666,Titan Networks LLC,company,IT Infrastructure & Managed Services,Contra Costa County,US,$2.5M–$5M,751–1500,49,Tier 2 — 30-Day Pipeline,"Xero, HubSpot, Slack"
ENT-00667,Delta Networks Systems,company,IT Infrastructure & Managed Services,Cook County,US,$2.5M–$5M,31–75,85,Tier 2 — 30-Day Pipeline,"Xero, HubSpot, Slack"
ENT-00668,Shield IT Services,company,IT Infrastructure & Managed Services,Sonoma County,US,$2.5M–$5M,6–15,51,Tier 1 — Immediate Target,"Custom legacy system, Excel-heavy"
ENT-00669,Atlas IT Industries,company,IT Infrastructure & Managed Services,Metro Vancouver,CA,$1M–$2.5M,31–75,99,Tier 2 — 30-Day Pipeline,"ServiceTitan, Google Workspace"
ENT-00670,Atlas IT Solutions,company,IT Infrastructure & Managed Services,Cook County,US,$1M–$2.5M,151–300,66,Tier 4 — Watch List,"Microsoft 365, Dynamics 365, Power BI"
ENT-00671,Delta Networks Consulting,company,IT Infrastructure & Managed Services,Greater Sydney,AU,$500K–$1M,301–750,68,Tier 4 — Watch List,"SAP, Salesforce, ServiceNow"
ENT-00672,Titan Networks Industries,company,IT Infrastructure & Managed Services,Maricopa County,US,$2.5M–$5M,301–750,91,Tier 3 — 90-Day Pipeline,"FieldEdge, QuickBooks Online"
ENT-00673,Atlas IT Group,company,IT Infrastructure & Managed Services,Wayne County,US,$25M–$50M,151–300,46,Tier 3 — 90-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-00674,Vanguard MSP Partners,company,IT Infrastructure & Managed Services,San Francisco County,US,$50M–$100M,1500+,92,Tier 4 — Watch List,"QuickBooks, Google Workspace, Jobber"
ENT-00675,Apex IT Solutions,company,IT Infrastructure & Managed Services,Napa County,US,$50M–$100M,16–30,76,Tier 3 — 90-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-00676,Fortress Systems Industries,company,IT Infrastructure & Managed Services,Wayne County,US,$250K–$500K,1500+,59,Tier 4 — Watch List,"Paper-based, minimal digital"
ENT-00677,Vanguard MSP Services,company,IT Infrastructure & Managed Services,Contra Costa County,US,$2.5M–$5M,6–15,57,Tier 2 — 30-Day Pipeline,"Xero, HubSpot, Slack"
ENT-00678,Vanguard MSP Systems,company,IT Infrastructure & Managed Services,San Diego County,US,$10M–$25M,1500+,58,Tier 1 — Immediate Target,"Custom legacy system, Excel-heavy"
ENT-00679,Atlas IT LLC,company,IT Infrastructure & Managed Services,Maricopa County,US,$10M–$25M,301–750,63,Tier 4 — Watch List,"Xero, HubSpot, Slack"
ENT-00680,Apex IT Group,company,IT Infrastructure & Managed Services,Cuyahoga County,US,$25M–$50M,76–150,52,Tier 3 — 90-Day Pipeline,"Sage 50, Outlook, Teams"
ENT-00681,Apex IT Group,company,IT Infrastructure & Managed Services,Alameda County,US,$100M+,151–300,64,Tier 3 — 90-Day Pipeline,"NetSuite, Zendesk, Asana"
ENT-00682,Shield IT Enterprises,company,IT Infrastructure & Managed Services,Harris County,US,$1M–$2.5M,6–15,43,Tier 4 — Watch List,"Sage 50, Outlook, Teams"
ENT-00683,Delta Networks Group,company,IT Infrastructure & Managed Services,Cuyahoga County,US,$10M–$25M,1–5,79,Tier 4 — Watch List,"Zoho CRM, FreshBooks, Trello"
ENT-00684,Fortress Systems Group,company,IT Infrastructure & Managed Services,King County,US,$25M–$50M,301–750,66,Tier 2 — 30-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-00685,ProNet Associates,company,IT Infrastructure & Managed Services,Greater Sydney,AU,$5M–$10M,301–750,75,Tier 4 — Watch List,"NetSuite, Zendesk, Asana"
ENT-00686,ProNet Industries,company,IT Infrastructure & Managed Services,Contra Costa County,US,$5M–$10M,151–300,58,Tier 4 — Watch List,"SAP, Salesforce, ServiceNow"
ENT-00687,Clarity Networks Co.,company,IT Infrastructure & Managed Services,Calgary Region,CA,$25M–$50M,76–150,90,Tier 2 — 30-Day Pipeline,"Custom legacy system, Excel-heavy"
